7.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
7.010000000000000000e+02,2.811399999999999923e-03,-3.129396599999999945e-02
7.020000000000000000e+02,3.864494999999999909e-03,4.805436000000000429e-02
7.030000000000000000e+02,8.809249999999999373e-03,1.780236000000000041e-01
7.040000000000000000e+02,1.890899999999999873e-02,3.821999999999999703e-02
7.050000000000000000e+02,3.302469999999999711e-02,-1.018449000000000021e-01
7.052500000000000000e+02,6.440550000000000441e-02,-2.742722999999999689e-01
7.055000000000000000e+02,8.720749999999999336e-02,-3.377523000000000053e-01
7.057500000000000000e+02,1.491580000000000128e-01,-3.579512999999999723e-01
7.060000000000000000e+02,1.973749999999999949e-01,-3.656355000000000022e-01
7.062500000000000000e+02,2.643030000000000102e-01,-4.594403999999999710e-01
7.065000000000000000e+02,3.858489999999999975e-01,-5.150843999999999978e-01
7.067500000000000000e+02,6.028400000000000425e-01,-4.871528999999999998e-01
7.070000000000000000e+02,7.864700000000000024e-01,-4.038089999999999735e-01
7.072500000000000000e+02,9.526750000000000496e-01,-2.797143000000000268e-01
7.075000000000000000e+02,1.022909999999999986e+00,-1.793495999999999979e-01
7.077500000000000000e+02,9.115299999999999514e-01,-3.295586999999999822e-02
7.080000000000000000e+02,8.617150000000000087e-01,7.211088000000000220e-02
7.082500000000000000e+02,8.068450000000000344e-01,1.985912099999999902e-01
7.085000000000000000e+02,5.612549999999999484e-01,4.167554400000000325e-01
7.087500000000000000e+02,4.073134999999999950e-01,4.991510399999999903e-01
7.090000000000000000e+02,3.102455000000000074e-01,4.122110999999999414e-01
7.092500000000000000e+02,2.892454999999999887e-01,4.642226999999999881e-01
7.095000000000000000e+02,2.984209999999999918e-01,4.377815999999999930e-01
7.097500000000000000e+02,3.097854999999999914e-01,4.839352799999999677e-01
7.100000000000000000e+02,3.196359999999999757e-01,4.821804000000000090e-01
7.102500000000000000e+02,2.895754999999999857e-01,5.627610299999999954e-01
7.105000000000000000e+02,2.274905000000000121e-01,6.223035000000000094e-01
7.107500000000000000e+02,1.769620000000000082e-01,5.959218900000000652e-01
7.110000000000000000e+02,1.620375000000000010e-01,5.673910500000000079e-01
7.112500000000000000e+02,1.712724999999999942e-01,5.802355200000000046e-01
7.115000000000000000e+02,1.523990000000000067e-01,6.160490400000000477e-01
7.117500000000000000e+02,1.293400000000000105e-01,6.269222999999999324e-01
7.120000000000000000e+02,1.057244999999999990e-01,6.592858799999999908e-01
7.130000000000000000e+02,7.797500000000000264e-02,4.923847590000000052e-01
7.140000000000000000e+02,6.703399999999999637e-02,5.011307400000000190e-01
7.150000000000000000e+02,6.139200000000000212e-02,4.820721900000000115e-01
7.160000000000000000e+02,5.920999999999999874e-02,4.158882000000000412e-01
7.170000000000000000e+02,5.445049999999999890e-02,5.678681700000000054e-01
7.180000000000000000e+02,6.460549999999999626e-02,4.390593000000000412e-01
7.190000000000000000e+02,1.703439999999999954e-01,3.913551000000000113e-01
7.200000000000000000e+02,2.722835000000000116e-01,2.363658000000000148e-01
7.210000000000000000e+02,2.276654999999999929e-01,5.387604599999999966e-01
7.220000000000000000e+02,1.533360000000000001e-01,5.814159869999999675e-01
7.230000000000000000e+02,1.442940000000000056e-01,6.572907900000000136e-01
7.240000000000000000e+02,1.046620000000000050e-01,6.904862999999999973e-01
7.250000000000000000e+02,9.040900000000000325e-02,6.731156400000000151e-01
7.260000000000000000e+02,9.271949999999999636e-02,8.056136999999999881e-01
7.270000000000000000e+02,8.389900000000000135e-02,7.920458999999999694e-01
7.280000000000000000e+02,8.935150000000000037e-02,7.491314099999999421e-01
7.290000000000000000e+02,8.235599999999999865e-02,6.020324699999999307e-01
7.300000000000000000e+02,8.559750000000000691e-02,6.533960100000000271e-01
